continent	country	year	type	amount
Asia	Oman	2009	All types	0.53
Asia	Oman	2009	Beer	0.22
Asia	Oman	2009	Wine	0.02
Asia	Oman	2009	Spirits	0.29
Asia	Oman	2009	Other alcoholic beverages	0
Asia	Pakistan	2009	All types	0.03
Asia	Pakistan	2009	Beer	0
Asia	Pakistan	2009	Wine	0
Asia	Pakistan	2009	Spirits	0.03
Asia	Pakistan	2009	Other alcoholic beverages	0
North America	Panama	2009	All types	6.9
North America	Panama	2009	Beer	4.81
North America	Panama	2009	Wine	0.22
North America	Panama	2009	Spirits	1.86
North America	Panama	2009	Other alcoholic beverages	0.01
Oceania	Papua New Guinea	2009	All types	0.82
Oceania	Papua New Guinea	2009	Beer	0.79
Oceania	Papua New Guinea	2009	Wine	0.02
Oceania	Papua New Guinea	2009	Spirits	0.02
Oceania	Papua New Guinea	2009	Other alcoholic beverages	0
South America	Paraguay	2009	All types	6.64
South America	Paraguay	2009	Beer	3.27
South America	Paraguay	2009	Wine	1.8
South America	Paraguay	2009	Spirits	1.53
South America	Paraguay	2009	Other alcoholic beverages	0.04
South America	Peru	2009	All types	5.18
South America	Peru	2009	Beer	3.06
South America	Peru	2009	Wine	0.5
South America	Peru	2009	Spirits	1.62
South America	Peru	2009	Other alcoholic beverages	0.01
Asia	Philippines	2009	All types	4.37
Asia	Philippines	2009	Beer	1.21
Asia	Philippines	2009	Wine	0.04
Asia	Philippines	2009	Spirits	3.09
Asia	Philippines	2009	Other alcoholic beverages	0.03
Europe	Poland	2009	All types	10.7
Europe	Poland	2009	Beer	5.9
Europe	Poland	2009	Wine	1
Europe	Poland	2009	Spirits	3.8
Europe	Poland	2009	Other alcoholic beverages	0
Europe	Portugal	2009	All types	12.03
Europe	Portugal	2009	Beer	3.41
Europe	Portugal	2009	Wine	7.21
Europe	Portugal	2009	Spirits	0.94
Europe	Portugal	2009	Other alcoholic beverages	0.47
North America	Puerto Rico	2009	All types	4.76
North America	Puerto Rico	2009	Beer	3.29
North America	Puerto Rico	2009	Wine	0.32
North America	Puerto Rico	2009	Spirits	1.09
North America	Puerto Rico	2009	Other alcoholic beverages	0.07
Asia	Qatar	2009	All types	1.08
Asia	Qatar	2009	Beer	0.33
Asia	Qatar	2009	Wine	0.09
Asia	Qatar	2009	Spirits	0.66
Asia	Qatar	2009	Other alcoholic beverages	0
Asia	Republic of Korea	2009	All types	8.97
Asia	Republic of Korea	2009	Beer	2.37
Asia	Republic of Korea	2009	Wine	0.14
Asia	Republic of Korea	2009	Spirits	0.27
Asia	Republic of Korea	2009	Other alcoholic beverages	6.19
Europe	Republic of Moldova	2009	All types	7.77
Europe	Republic of Moldova	2009	Beer	1.6
Europe	Republic of Moldova	2009	Wine	2.74
Europe	Republic of Moldova	2009	Spirits	3.19
Europe	Republic of Moldova	2009	Other alcoholic beverages	0.24
Europe	Romania	2009	All types	11.77
Europe	Romania	2009	Beer	4.9
Europe	Romania	2009	Wine	3.1
Europe	Romania	2009	Spirits	2.4
Europe	Romania	2009	Other alcoholic beverages	0
Europe	Russian Federation	2009	All types	11.25
Europe	Russian Federation	2009	Beer	4.2
Europe	Russian Federation	2009	Wine	1.26
Europe	Russian Federation	2009	Spirits	5.79
Europe	Russian Federation	2009	Other alcoholic beverages	0
Africa	Rwanda	2009	All types	7.35
Africa	Rwanda	2009	Beer	0.72
Africa	Rwanda	2009	Wine	0
Africa	Rwanda	2009	Spirits	0.03
Africa	Rwanda	2009	Other alcoholic beverages	6.6
North America	Saint Kitts and Nevis	2009	All types	9.68
North America	Saint Kitts and Nevis	2009	Beer	3.76
North America	Saint Kitts and Nevis	2009	Wine	0.9
North America	Saint Kitts and Nevis	2009	Spirits	4.79
North America	Saint Kitts and Nevis	2009	Other alcoholic beverages	0.24
North America	Saint Lucia	2009	All types	10.83
North America	Saint Lucia	2009	Beer	3.28
North America	Saint Lucia	2009	Wine	1.2
North America	Saint Lucia	2009	Spirits	5.9
North America	Saint Lucia	2009	Other alcoholic beverages	0.45
North America	Saint Vincent and the Grenadines	2009	All types	6.84
North America	Saint Vincent and the Grenadines	2009	Beer	2.29
North America	Saint Vincent and the Grenadines	2009	Wine	0.42
North America	Saint Vincent and the Grenadines	2009	Spirits	4
North America	Saint Vincent and the Grenadines	2009	Other alcoholic beverages	0.13
Oceania	Samoa	2009	All types	2.88
Oceania	Samoa	2009	Beer	2.55
Oceania	Samoa	2009	Wine	0.06
Oceania	Samoa	2009	Spirits	0.26
Oceania	Samoa	2009	Other alcoholic beverages	0
Africa	Sao Tome and Principe	2009	All types	4.31
Africa	Sao Tome and Principe	2009	Beer	0.95
Africa	Sao Tome and Principe	2009	Wine	2.75
Africa	Sao Tome and Principe	2009	Spirits	0.61
Africa	Sao Tome and Principe	2009	Other alcoholic beverages	0
Asia	Saudi Arabia	2009	All types	0.08
Asia	Saudi Arabia	2009	Beer	0
Asia	Saudi Arabia	2009	Wine	0
Asia	Saudi Arabia	2009	Spirits	0.08
Asia	Saudi Arabia	2009	Other alcoholic beverages	0
Africa	Senegal	2009	All types	0.3
Africa	Senegal	2009	Beer	0.15
Africa	Senegal	2009	Wine	0.13
Africa	Senegal	2009	Spirits	0.03
Africa	Senegal	2009	Other alcoholic beverages	0
Europe	Serbia	2009	All types	8.6
Europe	Serbia	2009	Beer	2.9
Europe	Serbia	2009	Wine	3.41
Europe	Serbia	2009	Spirits	2.29
Europe	Serbia	2009	Other alcoholic beverages	0.01
Africa	Seychelles	2009	All types	5.53
Africa	Seychelles	2009	Beer	2.68
Africa	Seychelles	2009	Wine	1.89
Africa	Seychelles	2009	Spirits	0.88
Africa	Seychelles	2009	Other alcoholic beverages	0.09
Africa	Sierra Leone	2009	All types	4.06
Africa	Sierra Leone	2009	Beer	0.19
Africa	Sierra Leone	2009	Wine	0.03
Africa	Sierra Leone	2009	Spirits	0.05
Africa	Sierra Leone	2009	Other alcoholic beverages	3.77
Asia	Singapore	2009	All types	1.72
Asia	Singapore	2009	Beer	1.22
Asia	Singapore	2009	Wine	0.23
Asia	Singapore	2009	Spirits	0.25
Asia	Singapore	2009	Other alcoholic beverages	0.03
Europe	Slovakia	2009	All types	10.69
Europe	Slovakia	2009	Beer	3.92
Europe	Slovakia	2009	Wine	2.14
Europe	Slovakia	2009	Spirits	4.63
Europe	Slovakia	2009	Other alcoholic beverages	0
Europe	Slovenia	2009	All types	10.52
Europe	Slovenia	2009	Beer	5.09
Europe	Slovenia	2009	Wine	4.55
Europe	Slovenia	2009	Spirits	0.88
Europe	Slovenia	2009	Other alcoholic beverages	0
Oceania	Solomon Islands	2009	All types	1.2
Oceania	Solomon Islands	2009	Beer	0.95
Oceania	Solomon Islands	2009	Wine	0.02
Oceania	Solomon Islands	2009	Spirits	0.22
Oceania	Solomon Islands	2009	Other alcoholic beverages	0
Africa	Somalia	2009	All types	0
Africa	Somalia	2009	Beer	0
Africa	Somalia	2009	Wine	0
Africa	Somalia	2009	Spirits	0
Africa	Somalia	2009	Other alcoholic beverages	0
Africa	South Africa	2009	All types	8.03
Africa	South Africa	2009	Beer	3.95
Africa	South Africa	2009	Wine	1.35
Africa	South Africa	2009	Spirits	1.29
Africa	South Africa	2009	Other alcoholic beverages	1.44
Europe	Spain	2009	All types	9.99
Europe	Spain	2009	Beer	4.98
Europe	Spain	2009	Wine	2.28
Europe	Spain	2009	Spirits	2.73
Europe	Spain	2009	Other alcoholic beverages	0
Asia	Sri Lanka	2009	All types	2.05
Asia	Sri Lanka	2009	Beer	0.2
Asia	Sri Lanka	2009	Wine	0
Asia	Sri Lanka	2009	Spirits	1.81
Asia	Sri Lanka	2009	Other alcoholic beverages	0.04
Africa	Sudan	2009	All types	1.99
Africa	Sudan	2009	Beer	0.08
Africa	Sudan	2009	Wine	0
Africa	Sudan	2009	Spirits	0.27
Africa	Sudan	2009	Other alcoholic beverages	1.64
South America	Suriname	2009	All types	5.14
South America	Suriname	2009	Beer	1.99
South America	Suriname	2009	Wine	0.32
South America	Suriname	2009	Spirits	2.67
South America	Suriname	2009	Other alcoholic beverages	0.16
Europe	Sweden	2009	All types	7.3
Europe	Sweden	2009	Beer	2.7
Europe	Sweden	2009	Wine	3.3
Europe	Sweden	2009	Spirits	1.2
Europe	Sweden	2009	Other alcoholic beverages	0.1
Europe	Switzerland	2009	All types	10.15
Europe	Switzerland	2009	Beer	3.3
Europe	Switzerland	2009	Wine	4.84
Europe	Switzerland	2009	Spirits	1.89
Europe	Switzerland	2009	Other alcoholic beverages	0.12
Asia	Syrian Arab Republic	2009	All types	0.75
Asia	Syrian Arab Republic	2009	Beer	0.08
Asia	Syrian Arab Republic	2009	Wine	0.01
Asia	Syrian Arab Republic	2009	Spirits	0.66
Asia	Syrian Arab Republic	2009	Other alcoholic beverages	0
Asia	Tajikistan	2009	All types	0.68
Asia	Tajikistan	2009	Beer	0.24
Asia	Tajikistan	2009	Wine	0.04
Asia	Tajikistan	2009	Spirits	0.4
Asia	Tajikistan	2009	Other alcoholic beverages	0
Asia	Thailand	2009	All types	6.74
Asia	Thailand	2009	Beer	2.01
Asia	Thailand	2009	Wine	0.14
Asia	Thailand	2009	Spirits	4.59
Asia	Thailand	2009	Other alcoholic beverages	0
Europe	The former Yugoslav republic of Macedonia	2009	All types	3.9
Europe	The former Yugoslav republic of Macedonia	2009	Beer	1.71
Europe	The former Yugoslav republic of Macedonia	2009	Wine	1.28
Europe	The former Yugoslav republic of Macedonia	2009	Spirits	0.88
Europe	The former Yugoslav republic of Macedonia	2009	Other alcoholic beverages	0.02
Asia	Timor-Leste	2009	All types	0.09
Asia	Timor-Leste	2009	Beer	0.01
Asia	Timor-Leste	2009	Wine	0.06
Asia	Timor-Leste	2009	Spirits	0.01
Asia	Timor-Leste	2009	Other alcoholic beverages	0
Africa	Togo	2009	All types	1.31
Africa	Togo	2009	Beer	0.68
Africa	Togo	2009	Wine	0.25
Africa	Togo	2009	Spirits	0.03
Africa	Togo	2009	Other alcoholic beverages	0.35
Oceania	Tonga	2009	All types	1.08
Oceania	Tonga	2009	Beer	0.62
Oceania	Tonga	2009	Wine	0.12
Oceania	Tonga	2009	Spirits	0.35
Oceania	Tonga	2009	Other alcoholic beverages	0
North America	Trinidad and Tobago	2009	All types	6.37
North America	Trinidad and Tobago	2009	Beer	3.32
North America	Trinidad and Tobago	2009	Wine	0.12
North America	Trinidad and Tobago	2009	Spirits	2.82
North America	Trinidad and Tobago	2009	Other alcoholic beverages	0.1
Africa	Tunisia	2009	All types	1.39
Africa	Tunisia	2009	Beer	0.96
Africa	Tunisia	2009	Wine	0.38
Africa	Tunisia	2009	Spirits	0.05
Africa	Tunisia	2009	Other alcoholic beverages	0
Asia	Turkey	2009	All types	1.4
Asia	Turkey	2009	Beer	0.84
Asia	Turkey	2009	Wine	0.1
Asia	Turkey	2009	Spirits	0.47
Asia	Turkey	2009	Other alcoholic beverages	0
Asia	Turkmenistan	2009	All types	2.35
Asia	Turkmenistan	2009	Beer	0.25
Asia	Turkmenistan	2009	Wine	0.82
Asia	Turkmenistan	2009	Spirits	1.28
Asia	Turkmenistan	2009	Other alcoholic beverages	0
Oceania	Tuvalu	2009	All types	1.31
Oceania	Tuvalu	2009	Beer	0.06
Oceania	Tuvalu	2009	Wine	0.54
Oceania	Tuvalu	2009	Spirits	0.72
Oceania	Tuvalu	2009	Other alcoholic beverages	0
Africa	Uganda	2009	All types	10.88
Africa	Uganda	2009	Beer	0.65
Africa	Uganda	2009	Wine	0.01
Africa	Uganda	2009	Spirits	0.16
Africa	Uganda	2009	Other alcoholic beverages	10.05
Europe	Ukraine	2009	All types	9.41
Europe	Ukraine	2009	Beer	3.32
Europe	Ukraine	2009	Wine	0.84
Europe	Ukraine	2009	Spirits	4.6
Europe	Ukraine	2009	Other alcoholic beverages	0.66
Asia	United Arab Emirates	2009	All types	1.72
Asia	United Arab Emirates	2009	Beer	0.2
Asia	United Arab Emirates	2009	Wine	0.11
Asia	United Arab Emirates	2009	Spirits	1.4
Asia	United Arab Emirates	2009	Other alcoholic beverages	0.01
Europe	United Kingdom of Great Britain and Northern Ireland	2009	All types	10.14
Europe	United Kingdom of Great Britain and Northern Ireland	2009	Beer	3.84
Europe	United Kingdom of Great Britain and Northern Ireland	2009	Wine	3.23
Europe	United Kingdom of Great Britain and Northern Ireland	2009	Spirits	2.16
Europe	United Kingdom of Great Britain and Northern Ireland	2009	Other alcoholic beverages	0.92
Africa	United Republic of Tanzania	2009	All types	6.28
Africa	United Republic of Tanzania	2009	Beer	0.69
Africa	United Republic of Tanzania	2009	Wine	0.02
Africa	United Republic of Tanzania	2009	Spirits	0.2
Africa	United Republic of Tanzania	2009	Other alcoholic beverages	5.38
North America	United States of America	2009	All types	8.71
North America	United States of America	2009	Beer	4.43
North America	United States of America	2009	Wine	1.48
North America	United States of America	2009	Spirits	2.8
North America	United States of America	2009	Other alcoholic beverages	0
South America	Uruguay	2009	All types	6.67
South America	Uruguay	2009	Beer	1.88
South America	Uruguay	2009	Wine	3.85
South America	Uruguay	2009	Spirits	0.94
South America	Uruguay	2009	Other alcoholic beverages	0
Asia	Uzbekistan	2009	All types	1.78
Asia	Uzbekistan	2009	Beer	0.84
Asia	Uzbekistan	2009	Wine	0.1
Asia	Uzbekistan	2009	Spirits	0.84
Asia	Uzbekistan	2009	Other alcoholic beverages	0
Oceania	Vanuatu	2009	All types	0.83
Oceania	Vanuatu	2009	Beer	0.32
Oceania	Vanuatu	2009	Wine	0.23
Oceania	Vanuatu	2009	Spirits	0.28
Oceania	Vanuatu	2009	Other alcoholic beverages	0
South America	Venezuela (Bolivarian Republic of)	2009	All types	7.56
South America	Venezuela (Bolivarian Republic of)	2009	Beer	5.79
South America	Venezuela (Bolivarian Republic of)	2009	Wine	0.1
South America	Venezuela (Bolivarian Republic of)	2009	Spirits	1.63
South America	Venezuela (Bolivarian Republic of)	2009	Other alcoholic beverages	0.05
Asia	Viet Nam	2009	All types	1.91
Asia	Viet Nam	2009	Beer	1.81
Asia	Viet Nam	2009	Wine	0.01
Asia	Viet Nam	2009	Spirits	0.08
Asia	Viet Nam	2009	Other alcoholic beverages	0
Asia	Yemen	2009	All types	0.03
Asia	Yemen	2009	Beer	0.03
Asia	Yemen	2009	Wine	0
Asia	Yemen	2009	Spirits	0
Asia	Yemen	2009	Other alcoholic beverages	0
Africa	Zambia	2009	All types	2.5
Africa	Zambia	2009	Beer	0.45
Africa	Zambia	2009	Wine	0.06
Africa	Zambia	2009	Spirits	0.33
Africa	Zambia	2009	Other alcoholic beverages	1.66
Africa	Zimbabwe	2009	All types	2.48
Africa	Zimbabwe	2009	Beer	1.09
Africa	Zimbabwe	2009	Wine	0.08
Africa	Zimbabwe	2009	Spirits	0.36
Africa	Zimbabwe	2009	Other alcoholic beverages	0.94
Asia	Afghanistan	2008	All types	0.03
Asia	Afghanistan	2008	Beer	0.01
Asia	Afghanistan	2008	Wine	0
Asia	Afghanistan	2008	Spirits	0.02
Asia	Afghanistan	2008	Other alcoholic beverages	0
Europe	Albania	2008	All types	5.82
Europe	Albania	2008	Beer	2.13
Europe	Albania	2008	Wine	1.2
Europe	Albania	2008	Spirits	2.38
Europe	Albania	2008	Other alcoholic beverages	0.11
Africa	Algeria	2008	All types	0.43
Africa	Algeria	2008	Beer	0.21
Africa	Algeria	2008	Wine	0.2
Africa	Algeria	2008	Spirits	0.02
Africa	Algeria	2008	Other alcoholic beverages	0
Europe	Andorra	2008	All types	10.97
Europe	Andorra	2008	Beer	3.56
Europe	Andorra	2008	Wine	4.57
Europe	Andorra	2008	Spirits	2.84
Europe	Andorra	2008	Other alcoholic beverages	0
Africa	Angola	2008	All types	6.9
Africa	Angola	2008	Beer	3.64
Africa	Angola	2008	Wine	2.62
Africa	Angola	2008	Spirits	0.61
Africa	Angola	2008	Other alcoholic beverages	0.03
North America	Antigua and Barbuda	2008	All types	8.24
North America	Antigua and Barbuda	2008	Beer	2.99
North America	Antigua and Barbuda	2008	Wine	1.32
North America	Antigua and Barbuda	2008	Spirits	3.61
North America	Antigua and Barbuda	2008	Other alcoholic beverages	0.32
South America	Argentina	2008	All types	8.41
South America	Argentina	2008	Beer	3.16
South America	Argentina	2008	Wine	4.45
South America	Argentina	2008	Spirits	0.44
South America	Argentina	2008	Other alcoholic beverages	0.36
Asia	Armenia	2008	All types	3.96
Asia	Armenia	2008	Beer	0.41
Asia	Armenia	2008	Wine	0.23
Asia	Armenia	2008	Spirits	3.32
Asia	Armenia	2008	Other alcoholic beverages	0
Oceania	Australia	2008	All types	10.76
Oceania	Australia	2008	Beer	4.69
Oceania	Australia	2008	Wine	3.71
Oceania	Australia	2008	Spirits	1.19
Oceania	Australia	2008	Other alcoholic beverages	1.17
Europe	Austria	2008	All types	12
Europe	Austria	2008	Beer	6.4
Europe	Austria	2008	Wine	3.9
Europe	Austria	2008	Spirits	1.7
Europe	Austria	2008	Other alcoholic beverages	0
Asia	Azerbaijan	2008	All types	1.15
Asia	Azerbaijan	2008	Beer	0.46
Asia	Azerbaijan	2008	Wine	0.16
Asia	Azerbaijan	2008	Spirits	0.53
Asia	Azerbaijan	2008	Other alcoholic beverages	0
North America	Bahamas	2008	All types	9.53
North America	Bahamas	2008	Beer	3.63
North America	Bahamas	2008	Wine	1.57
North America	Bahamas	2008	Spirits	3.97
North America	Bahamas	2008	Other alcoholic beverages	0.36
Asia	Bahrain	2008	All types	2.16
Asia	Bahrain	2008	Beer	0.47
Asia	Bahrain	2008	Wine	0.13
Asia	Bahrain	2008	Spirits	1.39
Asia	Bahrain	2008	Other alcoholic beverages	0.18
Asia	Bangladesh	2008	All types	0.01
Asia	Bangladesh	2008	Beer	0
Asia	Bangladesh	2008	Wine	0
Asia	Bangladesh	2008	Spirits	0
Asia	Bangladesh	2008	Other alcoholic beverages	0
North America	Barbados	2008	All types	8.83
North America	Barbados	2008	Beer	3.45
North America	Barbados	2008	Wine	0.89
North America	Barbados	2008	Spirits	4.24
North America	Barbados	2008	Other alcoholic beverages	0.25
Europe	Belarus	2008	All types	14.54
Europe	Belarus	2008	Beer	2.92
Europe	Belarus	2008	Wine	0.18
Europe	Belarus	2008	Spirits	6.31
Europe	Belarus	2008	Other alcoholic beverages	5.14
Europe	Belgium	2008	All types	10.51
Europe	Belgium	2008	Beer	5.04
Europe	Belgium	2008	Wine	3.83
Europe	Belgium	2008	Spirits	1.59
Europe	Belgium	2008	Other alcoholic beverages	0.06
North America	Belize	2008	All types	6.86
North America	Belize	2008	Beer	4.7
North America	Belize	2008	Wine	0.14
North America	Belize	2008	Spirits	1.87
North America	Belize	2008	Other alcoholic beverages	0.15
Africa	Benin	2008	All types	1.34
Africa	Benin	2008	Beer	0.62
Africa	Benin	2008	Wine	0.16
Africa	Benin	2008	Spirits	0.25
Africa	Benin	2008	Other alcoholic beverages	0.31
Asia	Bhutan	2008	All types	0.3
Asia	Bhutan	2008	Beer	0.21
Asia	Bhutan	2008	Wine	0.06
Asia	Bhutan	2008	Spirits	0.02
Asia	Bhutan	2008	Other alcoholic beverages	0
South America	Bolivia (Plurinational State of)	2008	All types	3.75
South America	Bolivia (Plurinational State of)	2008	Beer	2.79
South America	Bolivia (Plurinational State of)	2008	Wine	0.26
South America	Bolivia (Plurinational State of)	2008	Spirits	0.69
South America	Bolivia (Plurinational State of)	2008	Other alcoholic beverages	0.01
Europe	Bosnia and Herzegovina	2008	All types	5.09
Europe	Bosnia and Herzegovina	2008	Beer	3.8
Europe	Bosnia and Herzegovina	2008	Wine	0.54
Europe	Bosnia and Herzegovina	2008	Spirits	0.62
Europe	Bosnia and Herzegovina	2008	Other alcoholic beverages	0.14
Africa	Botswana	2008	All types	7.46
Africa	Botswana	2008	Beer	2.16
Africa	Botswana	2008	Wine	1.13
Africa	Botswana	2008	Spirits	2.06
Africa	Botswana	2008	Other alcoholic beverages	2.11
South America	Brazil	2008	All types	7.09
South America	Brazil	2008	Beer	3.78
South America	Brazil	2008	Wine	0.37
South America	Brazil	2008	Spirits	2.91
South America	Brazil	2008	Other alcoholic beverages	0.03
Asia	Brunei Darussalam	2008	All types	0.66
Asia	Brunei Darussalam	2008	Beer	0.59
Asia	Brunei Darussalam	2008	Wine	0.02
Asia	Brunei Darussalam	2008	Spirits	0.05
Asia	Brunei Darussalam	2008	Other alcoholic beverages	0
Europe	Bulgaria	2008	All types	11.01
Europe	Bulgaria	2008	Beer	4.41
Europe	Bulgaria	2008	Wine	1.73
Europe	Bulgaria	2008	Spirits	4.8
Europe	Bulgaria	2008	Other alcoholic beverages	0.07
Africa	Burkina Faso	2008	All types	4.47
Africa	Burkina Faso	2008	Beer	0.46
Africa	Burkina Faso	2008	Wine	0.09
Africa	Burkina Faso	2008	Spirits	0.13
Africa	Burkina Faso	2008	Other alcoholic beverages	3.8
Africa	Burundi	2008	All types	4.33
Africa	Burundi	2008	Beer	1.4
Africa	Burundi	2008	Wine	0
Africa	Burundi	2008	Spirits	0
Africa	Burundi	2008	Other alcoholic beverages	2.93
Africa	Cabo Verde	2008	All types	4.18
Africa	Cabo Verde	2008	Beer	1.98
Africa	Cabo Verde	2008	Wine	1.89
Africa	Cabo Verde	2008	Spirits	0.31
Africa	Cabo Verde	2008	Other alcoholic beverages	0
Asia	Cambodia	2008	All types	1.34
Asia	Cambodia	2008	Beer	0.98
Asia	Cambodia	2008	Wine	0
Asia	Cambodia	2008	Spirits	0.36
Asia	Cambodia	2008	Other alcoholic beverages	0
Africa	Cameroon	2008	All types	5.57
Africa	Cameroon	2008	Beer	2.3
Africa	Cameroon	2008	Wine	0.07
Africa	Cameroon	2008	Spirits	0
Africa	Cameroon	2008	Other alcoholic beverages	3.19
North America	Canada	2008	All types	8.3
North America	Canada	2008	Beer	4.2
North America	Canada	2008	Wine	1.8
North America	Canada	2008	Spirits	2.1
North America	Canada	2008	Other alcoholic beverages	0.2
Africa	Central African Republic	2008	All types	1.71
Africa	Central African Republic	2008	Beer	0.31
Africa	Central African Republic	2008	Wine	0.01
Africa	Central African Republic	2008	Spirits	0.02
Africa	Central African Republic	2008	Other alcoholic beverages	1.37
Africa	Chad	2008	All types	0.49
Africa	Chad	2008	Beer	0.29
Africa	Chad	2008	Wine	0.02
Africa	Chad	2008	Spirits	0.02
Africa	Chad	2008	Other alcoholic beverages	0.16
South America	Chile	2008	All types	7.31
South America	Chile	2008	Beer	2.43
South America	Chile	2008	Wine	2.17
South America	Chile	2008	Spirits	2.71
South America	Chile	2008	Other alcoholic beverages	0
Asia	China	2008	All types	4.27
Asia	China	2008	Beer	1.5
Asia	China	2008	Wine	0.08
Asia	China	2008	Spirits	2.64
Asia	China	2008	Other alcoholic beverages	0
South America	Colombia	2008	All types	4.36
South America	Colombia	2008	Beer	2.99
South America	Colombia	2008	Wine	0.07
South America	Colombia	2008	Spirits	1.29
South America	Colombia	2008	Other alcoholic beverages	0.02
Africa	Comoros	2008	All types	0.12
Africa	Comoros	2008	Beer	0.04
Africa	Comoros	2008	Wine	0.02
Africa	Comoros	2008	Spirits	0.06
Africa	Comoros	2008	Other alcoholic beverages	0
Africa	Congo	2008	All types	3.25
Africa	Congo	2008	Beer	2.79
Africa	Congo	2008	Wine	0.01
Africa	Congo	2008	Spirits	0.43
