Country	Beverage Types	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000
Togo	 Spirits	0.03	0.05	0.06	0.13	0.06	0.05	0.03	0.04	0.06	0.27
Togo	 Other alcoholic beverages	0.35	0.36	0.4	0.4	0.25	0.2	0.3	0.35	0.29	0.33
Tonga	 All types	1.08	1.1	2.05	1.79	1.57	1.79	1.79	1.5	1.34	1.24
Tonga	 Beer	0.62	0.62	0.87	0.87	0.88	0.89	0.89	0.89	0.65	0.66
Tonga	 Wine	0.12	0.11	0.16	0.09	0.28	0.3	0.22	0.08	0.1	0.12
Tonga	 Spirits	0.35	0.36	1.02	0.83	0.41	0.43	0.55	0.51	0.59	0.46
Tonga	 Other alcoholic beverages	0	0	0	0	0	0.18	0.13	0.02	0	0
Trinidad and Tobago	 All types	6.37	6.41	6.37	6.35	6.12	5.82	5.53	5.12	4.55	4.68
Trinidad and Tobago	 Beer	3.32	3.27	3.2	3.21	3.15	2.96	2.78	2.53	2.05	2.12
Trinidad and Tobago	 Wine	0.12	0.15	0.14	0.1	0.13	0.13	0.11	0.07	0.06	0.09
Trinidad and Tobago	 Spirits	2.82	2.88	2.92	2.91	2.72	2.64	2.64	2.51	2.43	2.46
Trinidad and Tobago	 Other alcoholic beverages	0.1	0.11	0.12	0.12	0.11	0.1	0	0	0	0
Tunisia	 All types	1.39	1.37	1.23	1.45	1.37	1.35	1.33	1.3	1.34	1.35
Tunisia	 Beer	0.96	0.93	0.91	0.88	0.85	0.82	0.79	0.78	0.74	0.78
Tunisia	 Wine	0.38	0.38	0.25	0.51	0.45	0.47	0.49	0.48	0.56	0.53
Tunisia	 Spirits	0.05	0.05	0.06	0.06	0.06	0.06	0.04	0.04	0.04	0.04
Tunisia	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Turkey	 All types	1.4	1.39	1.26	1.29	1.29	1.35	1.42	1.47	1.49	1.54
Turkey	 Beer	0.84	0.85	0.79	0.76	0.77	0.81	0.79	0.77	0.74	0.76
Turkey	 Wine	0.1	0.08	0.05	0.05	0.06	0.07	0.04	0.04	0.05	0.05
Turkey	 Spirits	0.47	0.46	0.42	0.47	0.46	0.47	0.59	0.66	0.69	0.73
Turkey	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Turkmenistan	 All types	2.35	2.41	2.55	2.72	2.85	2.86	2.88	2.86	2.9	3.78
Turkmenistan	 Beer	0.25	0.22	0.3	0.27	0.22	0.19	0.17	0.09	0.08	0.08
Turkmenistan	 Wine	0.82	0.95	1.01	1.2	1.37	1.42	1.46	1.51	1.54	2.39
Turkmenistan	 Spirits	1.28	1.24	1.24	1.25	1.26	1.25	1.26	1.26	1.28	1.31
Turkmenistan	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Tuvalu	 All types	1.31	1.05	0.59	1.37	0.94	1.98	1.53	0.58	2.13	1.24
Tuvalu	 Beer	0.06	0.11	0.03	0.85	0.54	0.05	0.11	0.32	1.15	0.92
Tuvalu	 Wine	0.54	0.16	0.07	0.15	0.17	0.04	0.08	0.14	0.2	0.06
Tuvalu	 Spirits	0.72	0.78	0.49	0.37	0.23	1.89	1.34	0.13	0.79	0.27
Tuvalu	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Uganda	 All types	10.88	11.12	10.9	11.09	11.41	11.15	11.45	11.71	11.87	11.73
Uganda	 Beer	0.65	0.54	0.58	0.56	0.51	0.44	0.43	0.44	0.5	0.57
Uganda	 Wine	0.01	0	0	0	0	0.01	0	0	0	0
Uganda	 Spirits	0.16	0.17	0.18	0.18	0.19	0.21	0.18	0.19	0.19	0.2
Uganda	 Other alcoholic beverages	10.05	10.4	10.14	10.34	10.71	10.5	10.84	11.08	11.17	10.96
Ukraine	 All types	9.41	9.53	8.92	8.04	7.34	6.79	5.92	4.89	4.31	4.49
Ukraine	 Beer	3.32	3.57	3.55	3.01	2.67	2.18	1.95	1.74	1.51	1.28
Ukraine	 Wine	0.84	0.84	0.78	0.69	0.63	0.55	0.68	0.7	0.47	0.36
Ukraine	 Spirits	4.6	4.84	4.36	4.13	3.86	4.06	3.29	2.45	2.33	2.85
Ukraine	 Other alcoholic beverages	0.66	0.28	0.23	0.21	0.18	0	0	0	0	0
United Arab Emirates	 All types	1.72	1.82	1.62	1.62	1.62	1.58	1.56	1.59	1.61	1.63
United Arab Emirates	 Beer	0.2	0.24	0.27	0.31	0.37	0.42	0.45	0.48	0.48	0.5
United Arab Emirates	 Wine	0.11	0.12	0.11	0.12	0.13	0.13	0.07	0.07	0.07	0.07
United Arab Emirates	 Spirits	1.4	1.45	1.23	1.18	1.12	1.03	1.04	1.03	1.05	1.06
United Arab Emirates	 Other alcoholic beverages	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0
United Kingdom of Great Britain and Northern Ireland	 All types	10.14	10.78	11.14	10.96	11.37	11.55	11.25	11.31	11.29	10.82
United Kingdom of Great Britain and Northern Ireland	 Beer	3.84	4.22	4.45	4.7	4.85	5.09	5.16	5.11	5.06	4.98
United Kingdom of Great Britain and Northern Ireland	 Wine	3.23	3.44	3.53	3.25	3.42	3.32	3.04	3.27	3.6	3.25
United Kingdom of Great Britain and Northern Ireland	 Spirits	2.16	2.28	2.35	2.25	2.45	2.51	2.45	2.32	2.03	1.96
United Kingdom of Great Britain and Northern Ireland	 Other alcoholic beverages	0.92	0.83	0.8	0.75	0.65	0.62	0.6	0.61	0.61	0.63
United Republic of Tanzania	 All types	6.28	4.95	6.87	6.02	5.7	5.63	3.39	5.07	6.21	5.92
United Republic of Tanzania	 Beer	0.69	0.76	0.77	0.64	0.56	0.51	0.5	0.46	0.49	0.52
United Republic of Tanzania	 Wine	0.02	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0
United Republic of Tanzania	 Spirits	0.2	0.18	0.15	0.15	0.15	0.12	0.09	0.11	0.09	0.1
United Republic of Tanzania	 Other alcoholic beverages	5.38	3.99	5.94	5.22	4.98	5	2.8	4.49	5.62	5.3
United States of America	 All types	8.71	8.74	8.74	8.63	8.52	8.48	8.4	8.33	8.25	8.21
United States of America	 Beer	4.43	4.54	4.54	4.54	4.5	4.58	4.58	4.66	4.66	4.62
United States of America	 Wine	1.48	1.44	1.44	1.4	1.36	1.32	1.29	1.25	1.17	1.17
United States of America	 Spirits	2.8	2.76	2.76	2.69	2.65	2.57	2.54	2.42	2.42	2.42
United States of America	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Uruguay	 All types	6.67	6.76	6.67	6.58	6.35	5.66	5.11	5.86	6.48	6.65
Uruguay	 Beer	1.88	1.86	1.61	1.49	1.35	1.1	0.86	1	1.19	1.37
Uruguay	 Wine	3.85	3.97	4.15	4.19	4.23	3.88	3.61	4.12	4.36	4.44
Uruguay	 Spirits	0.94	0.93	0.91	0.9	0.77	0.68	0.64	0.73	0.93	0.85
Uruguay	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Uzbekistan	 All types	1.78	1.84	1.86	1.93	1.88	2.02	3.35	3.12	3.23	3.22
Uzbekistan	 Beer	0.84	0.78	0.67	0.62	0.46	0.35	0.28	0.25	0.23	0.2
Uzbekistan	 Wine	0.1	0.22	0.22	0.23	0.25	0.36	0.5	0.37	0.49	0.48
Uzbekistan	 Spirits	0.84	0.84	0.97	1.09	1.17	1.3	2.57	2.49	2.51	2.54
Uzbekistan	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Vanuatu	 All types	0.83	1.18	1.01	1	0.88	0.85	1.2	1.24	0.91	1.21
Vanuatu	 Beer	0.32	0.33	0.45	0.46	0.47	0.49	0.51	0.52	0.4	0.46
Vanuatu	 Wine	0.23	0.28	0.18	0.18	0.22	0.17	0.18	0.19	0.16	0.24
Vanuatu	 Spirits	0.28	0.57	0.39	0.36	0.19	0.19	0.51	0.53	0.34	0.51
Vanuatu	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Venezuela (Bolivarian Republic of)	 All types	7.56	8.15	8.69	8.25	7.91	7.58	6.33	6.92	8.08	8.04
Venezuela (Bolivarian Republic of)	 Beer	5.79	6.36	6.85	6.38	6.17	5.95	4.4	5.17	6.02	5.61
Venezuela (Bolivarian Republic of)	 Wine	0.1	0.09	0.11	0.14	0.11	0.07	0.04	0.06	0.11	0.11
Venezuela (Bolivarian Republic of)	 Spirits	1.63	1.66	1.69	1.71	1.6	1.53	1.88	1.69	1.95	2.32
Venezuela (Bolivarian Republic of)	 Other alcoholic beverages	0.05	0.04	0.04	0.03	0.03	0.03	0	0	0	0
Viet Nam	 All types	1.91	1.73	1.52	1.36	1.2	1.62	1.58	1.41	1.36	1.28
Viet Nam	 Beer	1.81	1.63	1.43	1.28	1.13	1.56	1.52	1.36	1.32	1.27
Viet Nam	 Wine	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0
Viet Nam	 Spirits	0.08	0.08	0.07	0.07	0.06	0.05	0.05	0.04	0.04	0.02
Viet Nam	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Yemen	 All types	0.03	0.04	0.05	0.04	0.04	0.06	0.04	0.07	0.08	0.07
Yemen	 Beer	0.03	0.04	0.05	0.04	0.03	0.05	0.04	0.06	0.08	0.07
Yemen	 Wine	0	0	0	0	0	0	0	0	0	0
Yemen	 Spirits	0	0	0	0	0	0.01	0	0.01	0	0
Yemen	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Zambia	 All types	2.5	2.31	2.78	2.49	2.25	2.39	2.28	2.41	2.59	2.62
Zambia	 Beer	0.45	0.46	0.43	0.43	0.41	0.46	0.45	0.47	0.5	0.5
Zambia	 Wine	0.06	0.04	0.04	0.02	0.01	0.03	0.01	0.02	0.02	0.01
Zambia	 Spirits	0.33	0.28	0.28	0.28	0.26	0.26	0.25	0.26	0.24	0.2
Zambia	 Other alcoholic beverages	1.66	1.54	2.04	1.75	1.57	1.64	1.58	1.66	1.83	1.91
Zimbabwe	 All types	2.48	2.85	2.28	2.36	1.92	2.27	1.77	2.2	1.73	1.7
Zimbabwe	 Beer	1.09	1.47	0.88	1.09	0.96	1.14	0.88	1.16	0.74	0.67
Zimbabwe	 Wine	0.08	0.04	0.01	0.01	0.01	0.01	0.02	0.04	0.01	0.03
Zimbabwe	 Spirits	0.36	0.38	0.38	0.38	0.06	0.19	0.19	0.19	0.19	0.19
Zimbabwe	 Other alcoholic beverages	0.94	0.96	1.01	0.88	0.9	0.93	0.68	0.81	0.78	0.81
